#right,strike,expiry,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,628.4000,628.4100,628.3500,628.3900,2508,,,,,,,
C,60.71,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,61.43,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,62.14,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,62.14,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,62.14,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,62.14,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,62.14,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,62.14,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,62.86,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,63.57,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,63.57,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,63.57,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,63.57,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,63.57,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,63.57,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,64.29,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,65,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,65,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,65,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,65,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,65,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,65,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,65.71,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,66.43,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,66.43,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,66.43,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,66.43,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,66.43,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,66.43,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,67.14,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,67.86,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,67.86,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,67.86,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,67.86,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,67.86,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,67.86,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,68.57,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,69.29,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,69.29,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,69.29,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,69.29,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,69.29,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,69.29,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,70,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,70,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,70,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,70,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,70,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,70,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,70,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,70,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,70.71,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,71.43,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,72.14,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,72.86,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,73.57,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,74.29,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,75,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,75,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,75,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,75,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,75,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,75,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,75,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,75,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140703,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140711,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,75.71,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,76.43,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140703,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140711,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,77.14,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,77.86,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140621,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140627,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140703,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140711,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140719,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140725,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20140816,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20141018,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20150117,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20150417,0,0,0,0,0,,0,0,0,0,0,0
C,78.57,20160115,0,0,0,0,0,,0,0,0,0,0,0
C,79.29,20140613,0,0,0,0,0,,0,0,0,0,0,0
C,79.29,20140621,0,0,0,0,0,,0,0,0,0,0,0
